Text,Label
"it 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism . ",1
is sappy and amateurish ,0
an old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue . ,1
its cutesy reliance on movie-specific cliches ,0
are cast adrift in various new york city locations with no unifying rhythm or visual style . ,0
just what ( aniston ) has always needed to grow into a movie career ,1
originality ai n't on the menu ,0
the exclamation point seems to be the only bit of glee ,0
"he 's just a sad aristocrat in tattered finery , ",0
wending its way to an uninspired philosophical epiphany ,0
who ca n't act ,0
"should be doing a lot of things , but does n't ",0
"a confusing melange of tones and styles , ",0
a humorless journey into a philosophical void . ,0
gaping ,0
"transcend its genre with a curiously stylized , quasi-shakespearean portrait of pure misogynist evil ",1
coherent ,1
"if the material is slight and admittedly manipulative , jacquot preserves tosca 's intoxicating ardor through his use of the camera . ",1
care what kind of sewage they shovel into their mental gullets to simulate sustenance ,0
erotically ,0
"is the last thing any of these three actresses , nor their characters , deserve . ",0
more than competent ,1
every bad action-movie line ,0
that disconnects every 10 seconds ,0
"the movie has a script ( by paul pender ) made of wood , and ",0
"if the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start . ",1
laborious pacing ,0
darkness ,0
is simply a well-made and satisfying thriller ,1
escape story ,1
rank ,0
have come from a xerox machine rather than ( writer-director ) franc ,0
do in this marvelous film ,1
was longer than an hour ,1
succeeded only in making me groggy ,0
be half as entertaining as it is ,1
"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity . ",0
takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers ,1
of eager fans ,1
misconceived ,0
", the production works more often than it does n't . ",1
"wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ",1
mourns ,0
a potentially trite and overused concept ,0
want the story to go on and on ,1
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1
you ca n't wait to see end . ,0
is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew ,1
career-best performances ,1
at 18 or 80 ,1
"innocent , ",1
surprises you ,1
bland but harmless . ,0
", he is always sympathetic . ",1
reassures us that he will once again be an honest and loving one . ,1
"to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn ",0
were n't as beautifully shaped and as delicately calibrated in tone ,0
"wonderfully loopy tale of love , longing , and voting ",1
our special talents can be when put in service of of others ,1
stupid ,0
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . ",1
mass drug-induced bowel ,0
by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot ,0
there 's no other reason why anyone should bother remembering it ,0
of nearly epic proportions ,1
than bad ,0
"is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 ",0
heartfelt romance ,1
"love a disney pic with as little cleavage as this one has , and ",1
it a comic book with soul ,1
mess ... ,0
the next a turgid drama ,0
"a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild ",1
"barely shocking , ",0
more sophisticated and literate than such pictures ,1
too campy to work as straight drama and too violent and sordid to function as comedy ,0
a movie that deserves recommendation ,1
pauly shore awful ,0
has popped up with more mindless drivel ,0
has found the perfect material with which to address his own world war ii experience in his signature style . ,1
is an impressive achievement in spite of a river of sadness that pours into every frame . ,1
itch to explore more ,1
limited by its short running time ,0
be called the best korean film of 2002 ,1
and slack direction ,0
think this movie loves women at all ,0
after decades ,1
a brutal 90-minute battle sequence ,1
for finding meaning in relationships or work ,1
think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british ,0
is unusual but unfortunately also irritating ,0
"for the most part , the film does hold up pretty well . ",1
scope and ,1
their most virtuous limits ,1
a persuasive ,1
an oscar nomination ,1
this dvd ,1
rhetoric and cliché ,0
least ,0
"it 's hard to figure the depth of these two literary figures , and even the times in which they lived . ",0
too much norma rae and not enough pretty woman ,0
... wise and elegiac ... ,1
vulgar innuendo ,0
expertly plucking tension from quiet ,1
an indispensable peek at the art and the agony of making people ,1
the immediate aftermath ,1
"with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set ",0
"though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves . ",0
is the sense that peace is possible ,1
"pointless , meandering ",0
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity . ,1
", reality shows -- reality shows for god 's sake ! ",0
's hard to imagine another director ever making his wife look so bad in a major movie ,0
concentrates far too much on the awkward interplay and utter lack of chemistry between chan and hewitt ,0
"a quaint , ",1
"at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and ",1
"that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another ",0
real visual charge ,1
potentially trite and overused ,0
exceptional performances ,1
the gorgeous locales and exceptional lead performances ,1
you 're enlightened by any of derrida 's ,1
you enjoy being rewarded by a script that assumes you are n't very bright ,0
"a subtle , humorous , illuminating study ",1
aimless for much of its running time ,0
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , ",0
been sacrificed for the sake of spectacle ,0
from this choppy and sloppy affair ,0
begin to long for the end credits as the desert does for rain . ,0
"it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ",1
will wish there had been more of the `` queen '' and less of the `` damned . ,0
"it 's as sorry a mess as its director 's diabolical debut , mad cows . ",0
it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work . ,0
"color and depth , ",1
clumsy ,0
predictable as the tides ,0
classic text ,1
is also elevated by it -- the kind of movie ,1
"assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . ",0
could n't have done any better in bringing the story of spider-man to the big screen ,1
the attempt to complicate the story only defies credibility ,0
"old , familiar ",0
allowed to use the word `` new '' in its title ,0
"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest . ",0
pretends to be passionate and truthful but ,0
"despite its visual virtuosity , ` naqoyqatsi ' is banal in its message and the choice of material to convey it . ",0
old-hat ,0
targeted to the tiniest segment of an already obscure demographic ,0
con ,0
is n't ,0
one word that best describes this film : honest ,1
tried as a war criminal ,0
"proves absolutely that really , really , really good things can come in enormous packages ",1
"anyone else who may , for whatever reason , be thinking about going to see this movie ",0
a rejected x-files episode than a credible account of a puzzling real-life happening ,0
the misery ,0
stock situations and characters ,0
about thoroughly vacuous people ,0
"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ' ",0
"shows that jackie chan is getting older , and that 's something i would rather live in denial about ",0
noble endeavor ,1
remains vividly in memory ,1
"librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ",1
what is essentially an extended soap opera ,0
"looked as beautiful , desirable , even delectable , ",1
tossed in ,1
... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,1
needing other people ,0
badly-rendered ,0
", the update is dreary and sluggish . ",0
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . ",0
an unsympathetic character and someone who would not likely be so stupid as to get ,0
"a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn ",1
get this thing over with ,0
a lame romantic comedy ,0
bombshell documentary ,1
sneering humor ,1
"ice age wo n't drop your jaw , but ",1
sad sack ,0
that it can not even be dubbed hedonistic ,0
overweight and out ,0
well together ,1
heartwarming and ,1
an overripe episode of tv 's dawson 's creek and ,0
is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph ,1
"a moving , if uneven , success ",1
another cool crime movie ,1
been recycled more times than i 'd care to count ,0
sassy interpretation of the oscar wilde play ,1
suspecting that it was improvised on a day-to-day basis during production ,0
popcorn movie fun ,1
elevated by michael caine 's performance ,1
flinging their feces ,0
a real film ,1
"simply , and surprisingly , ",1
"find an escape clause and avoid seeing this trite , predictable rehash . ",0
a mediocre movie trying to get out ,0
dream ,1
like the worst kind of hollywood heart-string plucking ,0
there 's more repetition than creativity throughout the movie . ,0
"sucks , but has a funny moment or two . ",0
kissing jessica stein is one of the greatest date movies in years . ,1
's there to scare while we delight in the images ,1
struck a chord in me ,1
"this too-long , spoofy update ",0
"to call for prevention rather than to place blame , making it one of the best war movies ever made ",1
the occasional bursts of sharp writing ,1
"self-mocking , ",0
"there is plenty of room for editing , ",0
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why . ",0
whether jason x is this bad on purpose ,0
a shiver-inducing ,1
'll find in this dreary mess . ,0
", slow scenes ",0
spectacularly beautiful ,1
serving sara is little more than a mall movie designed to kill time . ,0
"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",1
"it does n't make for great cinema , ",0
campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution . ,1
", we do n't get williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing . ",1
only the most hardhearted scrooge could fail to respond ,1
created a provocative ,1
of drooling idiots ,0
proper respect ,1
", the hours represents two of those well spent ",1
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors . ",1
has virtually nothing to show ,0
funny ( sometimes hilarious ) ,1
cuaron repeatedly ,0
's worth seeing ,1
ugly-duckling ,0
a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland ,0
in the end there is one word that best describes this film : honest . ,1
but fun . ,1
unnoticed ,0
the lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired . ,0
the battle ,0
"a quiet , disquieting triumph ",1
this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary . ,0
"charm , cultivation and devotion to his people are readily apparent ",1
strong themes ,1
a joyous communal festival ,1
"a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . ",0
swims away with the sleeper movie of the summer award ,0
much as i laughed throughout the movie ,1
on a potentially interesting idea ,1
more interested in entertaining itself ,0
the results are far more alienating than involving . ,0
viewers of barney 's crushingly self-indulgent spectacle ,0
re-voiced version ,0
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ",1
lacks even the most fragmented charms i have found in almost all of his previous works ,0
worth catching ,1
italian pinocchio ,1
as bad as you think ,0
the rare trick of seeming at once both refreshingly different and reassuringly familiar ,1
"what an idea , what a thrill ride ",1
"once she lets her love depraved leads meet , ( denis ' ) story becomes a hopeless , unsatisfying muddle ",0
gets its greatest play from the timeless spectacle of people ,1
is nothing short of refreshing ,1
that tries too hard to be emotional ,0
are so stunning ,1
"humble , teach and ",1
long on twinkly-eyed close-ups and short ,0
succeeds primarily with her typical blend of unsettling atmospherics ,1
resurrection ,1
an ebullient tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing . ,1
shedding light on a group of extremely talented musicians ,1
remain an unchanged dullard ,0
entertaining and informative ,1
interesting matters ,1
directed action sequences and some of the worst dialogue ,0
burdened by the actor ,0
"a true study , a film with a questioning heart ",1
down the reality drain ,0
"spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) ",1
romantic tale ,1
he 's just a sad aristocrat in tattered finery ,0
get bogged down in earnest dramaturgy ,0
"turns out to be ( assayas ' ) homage to the gallic ` tradition of quality , ' in all its fusty squareness ",1
working women -- or at least this working woman -- for whom she shows little understanding ,0
cuts corners ,0
fidel castro ,0
a funny and well-contructed black comedy ,1
a movie of riveting power and sadness . ,1
funniest and most accurate depiction ,1
there 's already been too many of these films ... ,0
another remarkable yet shockingly little-known perspective ,1
the best straight-up ,1
are moments of hilarity to be had . ,1
"based on ugly ideas instead of ugly behavior , ",0
the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects . ,0
is entirely too straight-faced to transcend its clever concept . ,0
fans of sandler 's comic taste may find it uninteresting ,0
and it is . ,1
- spy action flick with antonio banderas and lucy liu never comes together . ,0
often surprising twists and ,1
worthy of her considerable talents ,1
"although shot with little style , skins is heartfelt and achingly real . ",1
a rerun ,0
submarine movie ,1
"as a director , eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising ",0
", wit and interesting characters ",1
"the world 's political situation seems little different , and ( director phillip ) noyce brings out the allegory with remarkable skill ",1
demonic ,0
but dull and ankle-deep ,0
proves a servicable world war ii drama that ca n't totally hide its contrivances ,1
is one of those films that aims to confuse ,0
"comes off winningly , even though it 's never as solid as you want it to be ",1
"a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors ",1
understand her choices ,1
"this film , whose meaning and impact is sadly heightened by current world events ",1
numbing ,0
the film with their charisma ,1
"does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject ",0
"brash , intelligent and ",1
clint eastwood 's efficiently minimalist style ,1
should see it as soon as possible ,1
may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence ,0
of high humidity ,1
"a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama ",0
feel realistic . ,1
most amazing ,1
anemic ,0
embraces life in public ,1
engaging mix ,1
"that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable ",0
they ca n't distract from the flawed support structure holding equilibrium up ,0
's work as well as a remarkably faithful one ,1
that 's the mark of a documentary that works ,1
tendentious intervention into the who-wrote-shakespeare controversy . ,0
dumb down ,0
the cinematography is atrocious ,0
why this project was undertaken ,0
a great impression ,1
emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds ,1
", but i believe a movie can be mindless without being the peak of all things insipid . ",0
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so ",0
"give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ",0
"with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names ",0
cheapened the artistry of making a film ,0
has neither the charisma nor the natural affability that has made tucker a star ,0
weak script ,0
bitter italian comedy ,0
sub ,0
is neither amusing nor dramatic enough to sustain interest ,0
see this unique and entertaining twist on the classic whale 's tale ,1
unpredictable comedy ,1
hollywood is sordid and disgusting . ,0
is perfectly creepy and believable ,1
you 'd be hard put to find a movie character more unattractive or odorous ( than leon ) . ,0
serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ,0
its many excesses ,0
it does n't improve upon the experience of staring at a blank screen ,0
surprisingly well ,1
like many of his works ,1
dismissed as mindless ,0
stiflingly ,0
playfully profound ... and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows . ,1
hotter-two-years-ago rap and r&b names and references ,0
"is way , way off . ",0
the bad reviews ,0
it emerges as another key contribution to the flowering of the south korean cinema ,1
attractive men ,1
a visionary with a tale full of nuance and character dimension ,1
intoxicating ,1
lost their movie mojo ,0
sets this romantic comedy apart from most hollywood romantic comedies ,1
has that rare quality of being able to creep the living hell out of you ,1
"shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder . ",0
", below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle . ",1
life-embracing spirit ,1
"the muckraking , soul-searching spirit ",1
"other words , about as bad a film ",0
but it 's difficult to shrug off the annoyance of that chatty fish ,0
he expresses our most basic emotions ,1
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer ,0
exceptionally charming ,1
hard-to-predict and absolutely essential ,1
's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0
it 's the butt of its own joke ,0
of the tooth and claw of human power ,1
"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption ",1
whimper ,0
"not only a reminder of how they used to make movies , but also how they sometimes still can be made . ",1
many of the things that made the first one charming ,1
the greatest date movies in years ,1
that few movies are able to accomplish ,1
fascinating psychological fare ,1
better than the fiction ,1
a work that lacks both a purpose and a strong pulse . ,0
"this crude , ",0
with an enormous amount of affection ,1
's a very tasteful rock and roll movie ,1
plodding ,0
comic skill ,1
ideas and special-interest groups ,1
"some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs. sever , were made for the palm screen ",0
fits the bill perfectly ,1
"the one of the world 's best actors , daniel auteuil , ",1
"of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ",1
is just such an achievement ,1
takes a simple premise and carries it to unexpected heights ,1
"is a brilliantly played , deeply unsettling experience . ",1
eroti-comedy ,0
bludgeoning the audience ,0
to find a place among the studio 's animated classics ,1
offers just enough insight to keep it from being simpleminded ,1
that 's good enough . ,1
the mediterranean sparkles ,1
"arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone ",0
who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ,0
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way . ,0
is so fascinating that you wo n't care . ,1
captures the soul of a man in pain who gradually comes to recognize it and deal with it ,1
`` terrible ,0
a movie that understands characters must come first ,1
'd watch these two together again in a new york minute ,1
bratty for sympathy ,0
seen some bad singer-turned actors ,0
preserves tosca 's intoxicating ardor ,1
below ,0
faithful to melville 's plotline ,1
leaves an awful sour taste ,0
is that the movie has no idea of it is serious or not ,0
as it is repetitious ,0
", as you watch them clumsily mugging their way through snow dogs , seems inconceivable ",0
the simple fact ,1
the comic effects ,1
crassly ,0
filled with raw emotions conveying despair and love ,1
it just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) . ,0
collateral damage is trash ,0
a heroic tale ,1
meandering and confusing ,0
a meatier deeper beginning ,1
with a tale full of nuance and character dimension ,1
hand it to director george clooney for biting off such a big job the first time out ,1
humbuggery ... ,0
to rowling that stifles creativity and allows the film to drag on for nearly three hours ,0
"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers . ",0
like trying to eat brussels sprouts ,0
the funniest jokes ,1
"a far bigger , far more meaningful story ",1
serious and thoughtful ,1
soars above the material realm ,1
hell is ) looking down at your watch and realizing serving sara is n't even halfway through . ,0
the perkiness of witherspoon ,1
directs one of the best ensemble casts of the year ,1
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity . ",0
"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers . ",0
more timely than its director could ever have dreamed ,1
sci-fi . ,1
the journey feel like a party ,1
for the under-7 crowd ,0
"what we have here is n't a disaster , exactly , but a very handsomely produced let-down . ",0
smoother or more confident ,1
too loud ,0
's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it ,0
arteta paints a picture of lives lived in a state of quiet desperation . ,1
luckiest stroke ,1
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here . ",0
is the needlessly poor quality of its archival prints and film footage . ,0
all the charm of kevin kline and a story that puts old-fashioned values under the microscope ,1
"sandra bullock and hugh grant make a great team , but ",1
"nothing left to work with , sort of like michael jackson 's nose ",0
of empathy for its characters ,1
so much that he refuses to evaluate his own work ,0
"the movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension . ",0
this family film sequel is plenty of fun for all . ,1
are easy to swallow thanks to remarkable performances by ferrera and ontiveros ,1
"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . ",0
... begins on a high note and sustains it beautifully . ,1
fake documentary ,0
does n't sustain interest beyond the first half-hour ,0
", the score is too insistent ",0
we have given up to acquire the fast-paced contemporary society ,1
watch people doing unpleasant things to each other and themselves ,0
"it forces you to watch people doing unpleasant things to each other and themselves , and ",0
both sides of this emotional car-wreck ,0
trifling ,0
"a dumb , fun , curiously adolescent movie this ",1
brings the proper conviction ,1
's a satisfying summer blockbuster and worth a look ,1
"a crummy , wannabe-hip crime comedy ",0
simple in form but rich with human events ,1
just plain crap ,0
thin notion ,0
works its way up ,1
hard to imagine acting that could be any flatter ,0
"picture postcard perfect , too neat and new pin-like ",0
's just that it 's so not-at-all-good ,0
at every turn of elizabeth berkley 's flopping dolphin-gasm ,0
"care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ",1
has worked wonders with the material ,1
wears out its welcome as tryingly as the title character ,0
` ace ventura ' rip-off ,0
the curse of blandness ,0
love that strikes a very resonant chord ,1
is pretty much the same all over ,0
dramatized ,1
is about as interesting as a recording of conversations at the wal-mart checkout line ,0
"like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit . ",1
have been better off staying on the festival circuit ,0
one that attempts and often achieves a level of connection and concern ,1
"ambitious , sometimes beautiful adaptation ",1
a fine-looking film ,1
"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) . ",0
"is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture ",1
reminds at every turn of elizabeth berkley 's flopping dolphin-gasm ,0
"for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype . ",0
"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees . ",1
", and funny ",1
too predictable and far too cliched ,0
"-- not the first , by the way -- ",0
the wanton slipperiness ,0
of a film that does n't know what it wants to be ,0
"a third-person story now , told by hollywood , and much more ordinary for it ",0
"lazy , miserable and smug ",0
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph . ",1
a feast for the eyes ,1
"dull , simple-minded and stereotypical tale ",0
's at once laughable and compulsively watchable ,1
astringent wit ,1
large rewards ,1
"capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy ",1
spirit-crushing ennui ,0
"an energetic , violent movie ",1
it tight and nasty ,1
"it 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate . ",0
"a loud , brash and mainly unfunny high school comedy ",0
"it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken . ",0
emotionally at least ) ,1
great story ,1
"enigma is well-made , but it 's just too dry and too placid . ",0
the longest 90 minutes of your movie-going life ,0
"contradictory , self-hating , self-destructive ways ",0
", then the film is a pleasant enough dish . ",1
"the production has been made with an enormous amount of affection , so we believe these characters love each other ",1
colorful ,1
"liked it because it was so endlessly , grotesquely , inventive ",1
as bored ,0
"the heedless impetuousness of youth is on full , irritating display in ( this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot . ",0
"the film is visually dazzling , the depicted events dramatic , funny and poignant ",1
through some of clancy 's holes ,1
female empowerment ,1
turns a blind eye ,0
"filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism ",1
"the whole package certainly captures the intended , er , spirit of the piece ",1
incessant whining ,0
"priggish , lethargically paced parable of renewal . ",0
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive ",0
one of the most genuinely sweet films ,1
a 95-minute commercial ,0
's kind of sad ,0
that the material is so second-rate . ,0
represents an engaging and intimate first feature by a talented director ,1
"smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams ",1
tub-thumpingly loud ,0
"make you put away the guitar , sell the amp , and apply to medical school ",0
", and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth ",0
like movies that demand four hankies ,1
"know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1
was utterly charming . ,1
toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away ,1
with phony humility barely camouflaging grotesque narcissism ,0
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake . ,0
it classicism or be exasperated by a noticeable lack of pace ,0
is ultimately about as inspiring as a hallmark card ,0
"take center screen , so that the human story is pushed to one side ",0
through their consistently sensitive and often exciting treatment of an ignored people ,1
"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance . ",0
tedious norwegian offering which somehow snagged an oscar nomination . ,0
a few good ideas ,1
inconclusive ending ,0
"the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian ",1
unchanged dullard ,0
", sweet ` evelyn ",1
a wildly entertaining ,1
"a retread story , bad writing ",0
of animated filmmaking since old walt ,1
"after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling . ",1
put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life . ,0
's so fascinating you wo n't be able to look away for a second ,1
fun or energy ,1
everything except someone pulling the pin from a grenade with his teeth ,0
could have looked into my future and saw how bad this movie was ,0
"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",0
privileged moments and ,1
chronically ,0
the awful complications ,0
cute factor ,1
vulgar and forgettably ,0
some of the computer animation is handsome ,1
the barbarism of ` ethnic cleansing ,0
broad racial insensitivity ,0
its lackadaisical plotting and mindless action ,0
"a lot better if it were , well , more adventurous ",0
-- casting excellent latin actors of all ages -- ,1
what we get in feardotcom is more like something from a bad clive barker movie . ,0
a memorable experience ,1
this listless feature will win him any new viewers ,0
begins like a docu-drama but builds its multi-character story with a flourish . ,1
manages to deliver a fair bit of vampire fun . ,1
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest . ",1
"chris rock , ' ` anthony hopkins ' and ` terrorists ",0
very choppy and monosyllabic despite the fact ,0
genres that just does n't work ,0
is half as moving as the filmmakers seem to think . ,0
each other against all odds ,1
stiff and schmaltzy and clumsily ,0
the cliché-riddled genre can offer ,0
a touch too arthouse 101 in its poetic symbolism ,0
"eats , meddles , argues , laughs , kibbitzes and fights ",1
( somebody suggested the stills might make a nice coffee table book ) ,0
lively intelligence ,1
superstar ,1
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf . ",1
understands the grandness of romance ,1
low-brow ,0
"pique your interest , your imagination , your empathy or anything , ",1
"you can fire a torpedo through some of clancy 's holes , and the scripters do n't deserve any oscars ",0
what a reckless squandering of four fine acting talents ,0
"how resolutely unamusing , how thoroughly unrewarding all of this is , and ",0
"its paint fights , motorized scooter chases ",0
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy ",0
"new , or inventive , journey ",1
overladen ,0
ahola ) ,0
the achingly unfunny phonce and his several silly subplots ,0
astounds ,1
"is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
"a terrific role for someone like judd , who really ought to be playing villains ",1
"some cute moments , funny scenes , and ",1
"is so bad , that it 's almost worth seeing because it 's so bad . ",0
"a head-turner -- thoughtfully written , ",1
remarkable achival film ,1
"it 's provocative stuff , ",1
content merely to lionize its title character and exploit his anger - ,0
page-turning ,1
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script . ",0
"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through ",0
supremely kittenish ,1
"makes this man so watchable is a tribute not only to his craft , but to his legend ",1
who cares ? ) . ,0
is certainly easy to watch . ,1
gusto ,1
move with grace and panache ,1
"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses . ",0
` direct-to-video ' release ,0
"but it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker . ",1
distorts reality for people who make movies and watch them ,0
